rent,rentsqm,area,yearc,location,bath,kitchen,cheating,district
409.384613037109,8.1876916885376,50,1918,2,0,0,0,360
184.769226074219,3.6229259967804,51,1918,2,0,0,1,916
507.94873046875,9.7682466506958,52,1918,1,1,0,1,1812
282.564117431641,5.43392324447632,52,1918,1,0,0,1,1401
464.051300048828,8.92406177520752,52,1918,1,0,0,1,1811
278.717956542969,5.35995864868164,52,1918,2,0,0,0,543
459.641021728516,8.83925151824951,52,1918,1,0,1,1,163
216.05126953125,4.15483236312866,52,1918,1,0,0,1,816
294.512817382812,5.45394372940063,54,1918,1,0,0,0,962
599.94873046875,11.1101636886597,54,1918,2,0,0,1,284
550.820495605469,10.2003793716431,54,1918,2,0,0,1,942
311.948699951172,5.77682542800903,54,1918,2,0,0,0,153
328.717956542969,5.97669219970703,55,1918,2,0,0,0,1243
459.743591308594,8.35897350311279,55,1918,2,0,0,1,961
342.717956542969,6.23123598098755,55,1918,1,0,0,1,822
355.282043457031,6.45967197418213,55,1918,1,0,0,1,2134
455.794860839844,8.2871789932251,55,1918,1,0,0,0,623
375.230773925781,6.82237958908081,55,1918,3,0,0,1,925
303.897430419922,5.52540493011475,55,1918,2,0,0,1,242
408.871795654297,7.43403053283691,55,1918,1,0,0,1,1281
432.717956542969,7.86759996414185,55,1918,1,0,0,1,623
540.410278320312,9.65018463134766,56,1918,2,0,0,1,231
268.102569580078,4.78754568099976,56,1918,1,0,0,1,2526
404.307708740234,7.21977949142456,56,1918,1,0,0,1,814
599.025634765625,10.6968870162964,56,1918,1,0,0,1,332
258.153839111328,4.60988998413086,56,1918,2,0,0,0,1634
498.358978271484,8.89926719665527,56,1918,2,0,0,1,1912
430.410247802734,7.68589735031128,56,1918,2,0,0,0,423
245.230773925781,4.37912082672119,56,1918,1,0,0,1,323
630.923095703125,11.2664823532104,56,1918,1,0,0,1,816
350.615386962891,6.26098966598511,56,1918,1,0,0,1,816
145.282043457031,2.59432196617126,56,1918,1,0,0,0,1401
384,6.73684072494507,57,1918,2,0,0,1,2135
204.051284790039,3.57984662055969,57,1918,1,0,0,1,612
217.435897827148,3.8146653175354,57,1918,1,0,0,1,552
229.538467407227,4.02699089050293,57,1918,2,0,0,0,242
182.71794128418,3.2055778503418,57,1918,2,0,0,1,961
369.230773925781,6.36604595184326,58,1918,1,0,0,0,822
365.384613037109,6.29973316192627,58,1918,1,0,0,0,532
405.948699951172,6.99911785125732,58,1918,1,0,0,1,814
513.94873046875,8.86118507385254,58,1918,2,0,0,1,942
134.974365234375,2.32714414596558,58,1918,1,0,0,0,1912
265.333343505859,4.57471323013306,58,1918,2,0,0,0,1243
508.820526123047,8.7727689743042,58,1918,2,0,0,1,426
425.230773925781,7.20730257034302,59,1918,1,0,1,1,816
218.307693481445,3.70013022422791,59,1918,1,0,0,0,623
499.743591308594,8.47023105621338,59,1918,1,0,1,1,563
226.769241333008,3.84354615211487,59,1918,2,0,0,0,543
246.615386962891,4.17992162704468,59,1918,2,0,0,0,153
443.384613037109,7.51499462127686,59,1918,2,0,0,1,914
654.923034667969,10.9153842926025,60,1918,2,0,0,1,913
501.589721679688,8.35983085632324,60,1918,2,0,0,1,531
514.307678222656,8.5717945098877,60,1918,2,0,0,1,242
216,3.59999990463257,60,1918,2,0,0,0,943
495.589752197266,8.25983142852783,60,1918,1,0,0,1,822
284.923065185547,4.74871778488159,60,1918,1,0,0,0,623
697.282043457031,11.6213636398315,60,1918,2,0,0,1,413
518.307678222656,8.63846111297607,60,1918,2,0,0,0,543
309.589752197266,5.15983104705811,60,1918,1,0,0,0,623
361.897430419922,6.03162574768066,60,1918,1,0,0,1,612
351.333312988281,5.85555410385132,60,1918,2,0,0,0,815
292.461517333984,4.87435913085938,60,1918,1,0,0,1,552
280.769226074219,4.67948722839355,60,1918,2,0,0,0,942
259.538452148438,4.32564115524292,60,1918,1,0,0,0,1911
174.256408691406,2.90427327156067,60,1918,1,0,0,1,623
254.256408691406,4.2376070022583,60,1918,1,0,0,0,1711
391.076904296875,6.41109752655029,61,1918,1,0,0,0,422
542.15380859375,8.88776969909668,61,1918,2,0,0,1,543
279.846160888672,4.51364755630493,62,1918,2,0,0,0,231
252.205123901367,4.06782484054565,62,1918,1,0,0,0,814
282.1025390625,4.55004119873047,62,1918,1,0,0,1,2526
248.256408691406,4.0041356086731,62,1918,1,0,0,0,624
343.743591308594,5.54425096511841,62,1918,2,0,0,1,521
590.615356445312,9.52605628967285,62,1918,1,0,0,1,816
195.487182617188,3.15301895141602,62,1918,1,0,0,0,623
261.641021728516,4.1530327796936,63,1918,2,0,0,0,563
523.076904296875,8.302809715271,63,1918,1,0,0,1,1711
97.538459777832,1.5482292175293,63,1918,1,0,0,0,563
664.05126953125,10.3757991790771,64,1918,3,0,0,1,911
589.282043457031,9.20753383636475,64,1918,1,0,0,1,822
508.512817382812,7.94551277160645,64,1918,1,0,0,1,915
274.820526123047,4.29407072067261,64,1918,2,0,0,1,152
720.307678222656,11.2548055648804,64,1918,3,0,0,1,911
391.282043457031,6.1137843132019,64,1918,1,0,0,1,962
400.769226074219,6.26202058792114,64,1918,1,0,0,1,163
442.871795654297,6.91987180709839,64,1918,1,0,0,1,962
298.307708740234,4.58934926986694,65,1918,1,0,0,1,1121
227.435897827148,3.49901390075684,65,1918,2,1,0,1,1244
453.94873046875,6.98382568359375,65,1918,2,0,0,1,242
535.179504394531,8.23352813720703,65,1918,1,0,0,1,543
800.769226074219,12.3195285797119,65,1918,3,0,1,1,2112
452.05126953125,6.95463562011719,65,1918,1,0,0,1,623
462.564117431641,7.11636924743652,65,1918,2,0,0,0,543
334.102569580078,5.1400408744812,65,1918,2,0,0,0,321
308.512817382812,4.74635076522827,65,1918,2,0,0,1,220
348.666687011719,5.36410236358643,65,1918,2,0,0,1,220
459.743591308594,7.07297945022583,65,1918,2,0,0,1,913
463.076934814453,7.12426137924194,65,1918,2,0,0,1,426
593.487182617188,9.13057518005371,65,1918,1,0,0,1,261
423.897430419922,6.42268705368042,66,1918,1,0,0,1,261
210.923065185547,3.19580411911011,66,1918,2,0,0,0,411
274.717956542969,4.10026788711548,67,1918,2,0,0,0,426
172.153854370117,2.56946039199829,67,1918,2,0,0,0,231
641.692321777344,9.5774974822998,67,1918,2,0,0,1,210
508.205139160156,7.58515405654907,67,1918,3,0,0,1,912
597.128234863281,8.9123592376709,67,1918,2,0,0,1,210
414.564117431641,6.09653329849243,68,1918,2,0,0,1,532
507.384613037109,7.46153879165649,68,1918,2,0,0,1,411
168.615371704102,2.47963786125183,68,1918,1,0,0,0,623
314,4.61764717102051,68,1918,1,0,0,0,1811
274.410247802734,4.03544473648071,68,1918,1,0,0,1,563
476.358978271484,7.00527667999268,68,1918,1,0,0,1,1811
505.230773925781,7.42986679077148,68,1918,2,0,0,1,372
718.461547851562,10.4124870300293,69,1918,2,0,0,1,961
395.538452148438,5.73244094848633,69,1918,1,0,0,1,542
412.410247802734,5.97695922851562,69,1918,1,0,0,0,1711
588.512817382812,8.5291690826416,69,1918,3,0,0,1,1335
178.974365234375,2.59383130073547,69,1918,1,0,0,1,814
342.769256591797,4.96766996383667,69,1918,1,0,0,0,552
644.1025390625,9.20146656036377,70,1918,1,0,0,1,612
512,7.31428718566895,70,1918,2,0,0,1,210
423.487182617188,6.04981565475464,70,1918,2,0,0,1,360
429.794860839844,6.13992834091187,70,1918,2,0,0,0,210
339.897430419922,4.85567760467529,70,1918,2,0,0,0,914
335.076934814453,4.78681325912476,70,1918,2,0,1,1,232
496.923065185547,7.09890270233154,70,1918,2,0,0,1,532
280.307678222656,4.00439548492432,70,1918,2,0,0,0,372
365.333343505859,5.21904611587524,70,1918,1,0,0,1,252
750.769226074219,10.7252769470215,70,1918,2,0,1,1,532
190.974349975586,2.72820520401001,70,1918,1,0,0,0,822
190.71794128418,2.72454214096069,70,1918,2,0,0,0,531
451.589721679688,6.45128202438354,70,1918,2,0,0,1,541
607.794860839844,8.68278503417969,70,1918,1,0,0,1,822
250.102569580078,3.57289385795593,70,1918,2,0,0,1,412
208.461532592773,2.97802209854126,70,1918,2,0,0,0,914
245.230773925781,3.50329685211182,70,1918,2,0,0,0,914
183.589736938477,2.62271070480347,70,1918,2,0,0,0,913
616,8.80000019073486,70,1918,2,0,0,1,121
436.05126953125,6.14156913757324,71,1918,2,0,0,1,231
593.487182617188,8.35897350311279,71,1918,3,0,0,1,924
494.820526123047,6.96930265426636,71,1918,1,0,0,1,563
618.512817382812,8.59045696258545,72,1918,2,0,0,1,113
691.230773925781,9.60042572021484,72,1918,2,0,1,1,1852
756,10.5,72,1918,2,0,1,1,961
318.564117431641,4.42450141906738,72,1918,3,0,1,1,1952
443.435913085938,6.1588306427002,72,1918,1,0,0,1,951
694.717895507812,9.6488618850708,72,1918,2,0,0,1,562
732.256408691406,10.1702299118042,72,1918,2,0,1,1,531
335.538452148438,4.59641742706299,73,1918,2,0,0,1,232
443.282073974609,6.07235860824585,73,1918,1,0,1,0,2131
553.743591308594,7.58552837371826,73,1918,1,0,0,1,563
391.179473876953,5.3586254119873,73,1918,1,0,0,1,822
390.256408691406,5.3459792137146,73,1918,1,0,0,1,1711
263.743591308594,3.56410241127014,74,1918,1,0,0,1,1812
380.769226074219,5.1455283164978,74,1918,2,0,0,1,531
379.230773925781,5.12474012374878,74,1918,2,0,0,1,531
698.307678222656,9.31076908111572,75,1918,1,0,0,1,563
381.333312988281,5.08444404602051,75,1918,2,0,0,0,563
663.384582519531,8.84512805938721,75,1918,2,0,0,1,944
595.435913085938,7.93914365768433,75,1918,2,0,0,1,2134
366.666656494141,4.88888931274414,75,1918,2,0,0,0,531
247.794876098633,3.30393171310425,75,1918,2,0,0,1,360
735.692321777344,9.80923080444336,75,1918,2,0,0,1,232
307.641052246094,4.04790830612183,76,1918,2,0,0,0,426
371.230773925781,4.88461589813232,76,1918,1,0,0,1,1713
619.538452148438,8.15182113647461,76,1918,1,0,0,1,962
365.230773925781,4.80566787719727,76,1918,1,0,0,0,612
213.230758666992,2.80566835403442,76,1918,2,0,0,0,561
632.871765136719,8.32726097106934,76,1918,1,0,0,1,543
371.282043457031,4.88529014587402,76,1918,1,0,0,0,623
308.461547851562,4.05870485305786,76,1918,2,0,0,0,532
270.307678222656,3.51048922538757,77,1918,1,0,0,1,522
763.025634765625,9.90942573547363,77,1918,2,0,0,0,813
461.487182617188,5.9933385848999,77,1918,2,0,0,1,532
293.641021728516,3.81351971626282,77,1918,2,0,0,0,531
446.871795654297,5.80352830886841,77,1918,1,0,0,1,623
497.333312988281,6.45887184143066,77,1918,1,0,0,1,251
293.794891357422,3.81551790237427,77,1918,2,0,0,0,414
243.897445678711,3.12689018249512,78,1918,2,0,0,0,961
550.871765136719,7.06245613098145,78,1918,1,0,0,1,622
388.512817382812,4.98093318939209,78,1918,1,0,0,1,822
338.051300048828,4.33399152755737,78,1918,1,0,0,0,623
505.435882568359,6.4799485206604,78,1918,1,0,0,1,1811
563.487182617188,7.1327486038208,79,1918,2,0,0,0,220
241.846160888672,3.06134366989136,79,1918,2,0,0,0,522
444.564117431641,5.62739515304565,79,1918,2,0,0,1,1262
312.153839111328,3.95131421089172,79,1918,1,0,0,0,542
495.948699951172,6.19935894012451,80,1918,3,0,0,0,1250
438.153869628906,5.47692346572876,80,1918,2,0,0,0,220
300.153839111328,3.75192308425903,80,1918,1,0,0,0,1014
619.8974609375,7.74871778488159,80,1918,2,0,0,1,232
525.230773925781,6.56538438796997,80,1918,1,0,0,1,734
376.564086914062,4.70705127716064,80,1918,1,0,0,1,242
268.307708740234,3.35384607315063,80,1918,2,0,0,0,232
655.743591308594,8.19679546356201,80,1918,2,0,0,1,914
544.15380859375,6.8019232749939,80,1918,2,0,0,0,944
312.564117431641,3.90705132484436,80,1918,1,0,0,1,814
833.333312988281,10.2880659103394,81,1918,2,0,0,1,232
317.282043457031,3.91706252098083,81,1918,2,0,0,0,961
806.615417480469,9.95821571350098,81,1918,2,0,0,1,531
275.692291259766,3.40360856056213,81,1918,2,0,0,0,541
292.256408691406,3.56410241127014,82,1918,1,0,0,0,1713
230.71794128418,2.81363344192505,82,1918,2,0,0,1,942
519.743591308594,6.33833837509155,82,1918,1,0,0,1,623
415.846160888672,5.01019430160522,83,1918,1,0,0,1,532
602.358947753906,7.25733852386475,83,1918,2,0,0,1,113
712.615356445312,8.58572864532471,83,1918,2,0,0,0,341
675.641052246094,8.04334354400635,84,1918,2,0,0,1,360
418.769226074219,4.98534774780273,84,1918,2,0,0,0,532
524.461547851562,6.24358987808228,84,1918,1,0,0,0,543
412.564117431641,4.91147756576538,84,1918,1,0,0,1,432
700.820495605469,8.244948387146,85,1918,2,0,0,1,231
830.871765136719,9.77496433258057,85,1918,2,0,1,1,816
709.743591308594,8.3499231338501,85,1918,2,1,0,1,543
350.205139160156,4.12006044387817,85,1918,1,0,0,0,242
358.974365234375,4.22322797775269,85,1918,2,0,0,1,563
678.820495605469,7.98612308502197,85,1918,1,0,0,1,623
283.025665283203,3.29099583625793,86,1918,2,0,0,1,914
755.641052246094,8.78652286529541,86,1918,2,0,0,1,961
546.974365234375,6.36016941070557,86,1918,1,0,0,1,2524
343.692321777344,3.95048594474792,87,1918,2,0,0,0,961
504.102569580078,5.79428195953369,87,1918,2,0,0,1,413
355.589752197266,4.08723878860474,87,1918,2,0,0,0,541
950.974365234375,10.9307384490967,87,1918,2,1,0,1,122
300.717956542969,3.4565281867981,87,1918,2,0,0,0,372
884.205078125,10.1632766723633,87,1918,1,0,0,1,565
309.384613037109,3.55614519119263,87,1918,2,0,0,0,412
373.846160888672,4.24825191497803,88,1918,2,0,0,0,413
177.33332824707,2.01515126228333,88,1918,2,0,0,0,543
470.205139160156,5.22450256347656,90,1918,2,0,0,0,961
728.820495605469,8.0980052947998,90,1918,2,1,0,1,711
515.076965332031,5.72307682037354,90,1918,2,0,0,1,233
637.794860839844,7.08660984039307,90,1918,1,0,0,1,543
330.615386962891,3.673504114151,90,1918,2,0,0,0,411
673.640991210938,7.48490238189697,90,1918,1,0,0,1,914
345.076934814453,3.83418822288513,90,1918,2,0,0,0,350
546.512817382812,6.07236433029175,90,1918,2,0,0,0,543
602.974365234375,6.6997127532959,90,1918,2,0,0,0,532
488.974365234375,5.43304634094238,90,1918,2,0,0,0,414
305.384613037109,3.39316248893738,90,1918,1,0,0,1,2135
331.179473876953,3.679771900177,90,1918,2,0,0,1,563
458.051300048828,5.08945846557617,90,1918,2,0,0,1,563
436.358978271484,4.79515361785889,91,1918,1,0,0,0,612
844.307678222656,9.27810764312744,91,1918,2,0,0,1,531
283.179504394531,3.07803797721863,92,1918,1,0,0,1,914
790.923095703125,8.59698963165283,92,1918,2,0,0,1,813
449.897430419922,4.89018964767456,92,1918,1,0,0,1,543
533.230773925781,5.79598474502563,92,1918,2,1,0,1,372
796.102600097656,8.65328788757324,92,1918,1,0,0,1,822
567.641052246094,6.17001008987427,92,1918,1,1,0,1,2322
588.974365234375,6.40189743041992,92,1918,1,0,0,1,252
536.769226074219,5.83444595336914,92,1918,2,0,0,1,1372
425.589752197266,4.57623386383057,93,1918,1,0,0,0,623
558.153869628906,6.0016565322876,93,1918,2,0,0,1,414
402.871795654297,4.33195447921753,93,1918,2,0,0,0,274
220.410247802734,2.37000250816345,93,1918,2,0,0,0,153
255.487182617188,2.74717378616333,93,1918,1,0,0,0,624
435.692291259766,4.68486356735229,93,1918,2,0,0,0,914
404.307708740234,4.30114603042603,94,1918,2,0,0,0,1261
584.820495605469,6.22149753570557,94,1918,2,1,0,1,543
567.076965332031,6.03273344039917,94,1918,2,0,0,1,153
283.230773925781,3.0130934715271,94,1918,1,0,0,0,1712
258.923065185547,2.725506067276,95,1918,1,0,0,1,816
239.384613037109,2.51983785629272,95,1918,1,0,0,0,816
960.205139160156,10.1074209213257,95,1918,2,0,0,1,413
597.794860839844,6.29257917404175,95,1918,2,0,0,0,372
898.923095703125,9.46234893798828,95,1918,2,0,0,1,1238
400.205139160156,4.21268558502197,95,1918,2,0,0,1,1373
440.102569580078,4.63265895843506,95,1918,1,0,0,1,623
1083.79479980469,11.2895278930664,96,1918,2,1,0,1,1242
705.282104492188,7.34668731689453,96,1918,1,0,0,1,623
785.435913085938,8.18162536621094,96,1918,2,0,0,1,350
449.179504394531,4.67895317077637,96,1918,2,0,0,0,414
1020.1025390625,10.6260671615601,96,1918,2,0,1,1,926
319.025634765625,3.28892421722412,97,1918,1,0,0,1,816
496.512817382812,5.11868906021118,97,1918,2,0,0,0,426
325.076934814453,3.35130858421326,97,1918,2,1,0,1,925
497.487152099609,5.07639980316162,98,1918,1,0,0,1,2135
470.564086914062,4.80167436599731,98,1918,1,0,0,1,1711
414.769226074219,4.18958806991577,99,1918,2,0,0,1,543
476.974334716797,4.81792259216309,99,1918,1,0,0,1,252
391.846130371094,3.95804214477539,99,1918,2,0,0,1,541
445.589752197266,4.45589733123779,100,1918,2,0,0,0,961
397.128204345703,3.97128200531006,100,1918,2,0,0,1,531
794.1025390625,7.9410252571106,100,1918,2,0,0,1,153
860.717956542969,8.60717964172363,100,1918,1,0,0,1,532
670.769226074219,6.70769214630127,100,1918,2,0,0,1,231
562.307678222656,5.62307691574097,100,1918,1,0,0,1,273
776.359008789062,7.76358985900879,100,1918,2,0,0,1,1263
322.307678222656,3.22307682037354,100,1918,2,0,0,0,943
460.769226074219,4.6076922416687,100,1918,1,0,0,0,1713
358.820526123047,3.58820533752441,100,1918,1,0,0,1,273
459.435913085938,4.54887056350708,101,1918,2,0,0,0,360
466.205108642578,4.57063865661621,102,1918,2,0,0,0,153
419.641021728516,4.11412763595581,102,1918,1,0,0,1,1832
384.461547851562,3.76923060417175,102,1918,1,0,0,0,552
875.025695800781,8.57868194580078,102,1918,2,1,0,1,360
865.641052246094,8.40428161621094,103,1918,2,1,0,1,531
1260.51281738281,12.1203126907349,104,1918,1,0,0,1,242
332.05126953125,3.19280099868774,104,1918,1,0,0,0,623
314.051300048828,3.01972413063049,104,1918,1,0,0,1,623
521.435913085938,5.01380681991577,104,1918,3,0,0,1,912
1181.58984375,11.2532358169556,105,1918,2,1,0,1,153
514.307678222656,4.89816856384277,105,1918,1,0,0,1,252
601.333312988281,5.72698450088501,105,1918,2,0,0,1,531
354.410247802734,3.3753354549408,105,1918,2,0,0,1,371
501.948699951172,4.73536539077759,106,1918,2,0,0,1,941
925.282104492188,8.64749717712402,107,1918,2,0,0,1,231
633.692260742188,5.86752319335938,108,1918,2,0,0,1,231
916.717956542969,8.48812770843506,108,1918,1,0,0,1,261
285.025634765625,2.63912606239319,108,1918,1,0,0,1,1375
595.8974609375,5.46694898605347,109,1918,2,0,0,1,151
539.230773925781,4.94707107543945,109,1918,1,0,0,0,612
531.384582519531,4.83076858520508,110,1918,2,0,0,1,232
407.435882568359,3.70396256446838,110,1918,2,0,0,1,813
656.871826171875,5.97156429290771,110,1918,3,0,0,1,925
126,1.14545428752899,110,1918,2,0,0,0,210
522.615356445312,4.75104904174805,110,1918,2,0,0,1,941
463.384613037109,4.21258735656738,110,1918,2,1,0,1,941
564.205078125,5.12913846969604,110,1918,1,0,0,1,564
820.615356445312,7.46013832092285,110,1918,2,0,0,1,1244
307.179473876953,2.79254102706909,110,1918,2,0,0,0,1354
300.666656494141,2.73333334922791,110,1918,2,0,0,1,1243
883.743591308594,8.03403091430664,110,1918,2,0,0,1,411
246.923080444336,2.2447555065155,110,1918,1,0,0,0,1711
833.230773925781,7.57482576370239,110,1918,2,1,0,1,961
641.538452148438,5.72802019119263,112,1918,2,1,0,1,1244
1072.30773925781,9.57417392730713,112,1918,2,0,1,1,360
697.84619140625,6.23076915740967,112,1918,2,0,0,1,360
522,4.66071462631226,112,1918,2,0,0,1,522
606.769226074219,5.36964130401611,113,1918,2,0,0,0,162
707.435913085938,6.20557928085327,114,1918,1,0,0,1,163
559.025634765625,4.90373373031616,114,1918,2,0,0,1,532
514.1025390625,4.47045707702637,115,1918,2,0,0,1,411
589.230773925781,5.12374591827393,115,1918,2,0,0,1,153
521.076904296875,4.53110361099243,115,1918,1,0,0,0,624
633.897399902344,5.41792774200439,117,1918,2,0,0,1,413
415.025634765625,3.51716613769531,118,1918,1,0,0,0,163
333.435913085938,2.82572817802429,118,1918,1,0,0,1,1375
671.640991210938,5.69187164306641,118,1918,1,0,0,1,623
286.05126953125,2.42416310310364,118,1918,1,0,0,1,822
733.897399902344,6.11581039428711,120,1918,2,0,0,1,1242
292.153839111328,2.43461537361145,120,1918,2,0,0,0,210
1060.56420898438,8.83803653717041,120,1918,2,1,0,1,152
762.205139160156,6.35170745849609,120,1918,2,0,0,1,273
474.256408691406,3.95213651657104,120,1918,2,0,0,1,411
474,3.95000004768372,120,1918,2,0,0,1,511
422.820526123047,3.52350401878357,120,1918,1,0,0,1,124
553.076904296875,4.60897445678711,120,1918,1,0,0,1,962
540.153869628906,4.42749071121216,122,1918,1,0,0,1,261
808.307678222656,6.57160472869873,123,1918,2,0,0,1,563
272.820526123047,2.21805286407471,123,1918,2,0,0,0,1812
1136.46154785156,9.16501045227051,124,1918,1,1,0,1,242
512.666687011719,4.1013331413269,125,1918,2,0,0,0,122
657.589782714844,5.26071786880493,125,1918,2,0,0,1,1262
966.102600097656,7.72882080078125,125,1918,2,0,0,0,284
584.358947753906,4.60125160217285,127,1918,2,0,0,1,360
195.179489135742,1.52483999729156,128,1918,2,0,0,0,414
713.384582519531,5.53011274337769,129,1918,2,0,0,1,914
882,6.78461503982544,130,1918,1,0,0,1,552
518.461547851562,3.98816561698914,130,1918,1,0,0,1,1831
841.640991210938,6.4741587638855,130,1918,3,0,0,1,1374
507.641052246094,3.87512254714966,131,1918,2,0,0,0,1372
445.538452148438,3.34991335868835,133,1918,2,1,0,1,152
415.743591308594,3.10256409645081,134,1918,2,0,0,1,563
998.461547851562,7.34163093566895,136,1918,2,0,0,1,412
478.820526123047,3.52073884010315,136,1918,2,0,0,1,372
884.820495605469,6.45854377746582,137,1918,1,1,0,1,163
1038.82043457031,7.58263063430786,137,1918,2,0,0,1,1375
1174.15393066406,8.57046699523926,137,1918,2,0,1,1,372
372,2.6956524848938,138,1918,2,0,0,1,133
671.640991210938,4.79743576049805,140,1918,2,0,0,1,521
1125.48718261719,8.03919506072998,140,1918,2,1,0,1,563
204.051284790039,1.41702258586884,144,1918,1,0,0,0,1711
1843.38464355469,12.7130002975464,145,1918,2,0,0,1,232
629.384643554688,4.28152799606323,147,1918,1,0,0,0,623
61.538459777832,0.415800422430038,148,1918,2,0,0,0,152
1180.51281738281,7.87008714675903,150,1918,2,1,0,1,372
776.153869628906,5.10627555847168,152,1918,2,0,0,1,913
1372.51281738281,8.8549222946167,155,1918,2,0,0,1,163
877.538452148438,5.66153860092163,155,1918,3,1,0,1,925
1465.43591308594,9.45442581176758,155,1918,2,0,0,1,1263
1150.15393066406,7.37277936935425,156,1918,2,0,0,0,210
785.743591308594,5.00473594665527,157,1918,2,0,0,1,1242
985.8974609375,6.16186141967773,160,1918,2,0,0,1,383
911.230773925781,5.69519472122192,160,1918,2,0,0,1,1243
1161.33337402344,7.25833368301392,160,1918,2,1,0,1,153
1551.17956542969,9.69487190246582,160,1918,2,1,0,1,251
604.358947753906,3.77724361419678,160,1918,2,0,0,1,1263
575.743591308594,3.59839725494385,160,1918,2,0,0,0,241
146.871795654297,4.31975889205933,34,1924,1,0,0,1,1236
190.358978271484,5.14483594894409,37,1924,1,0,0,1,2223
152.358978271484,3.46270418167114,44,1924,1,0,0,0,2522
229.230773925781,4.87725019454956,47,1924,2,0,0,1,1242
227.076919555664,4.83142375946045,47,1924,1,0,0,1,916
223.33332824707,4.75177335739136,47,1924,2,0,0,1,2135
291.025634765625,5.8205132484436,50,1924,1,0,0,1,2222
237.589736938477,4.56903409957886,52,1924,1,0,0,1,1124
339.794860839844,6.17808723449707,55,1924,1,0,0,1,1714
294.102569580078,5.25183057785034,56,1924,1,0,0,1,1812
362.1025390625,6.35267686843872,57,1924,1,0,0,1,1924
244.461547851562,4.28879928588867,57,1924,1,0,0,0,713
277.538482666016,4.78514575958252,58,1924,2,0,0,1,732
711.230773925781,12.0547590255737,59,1924,2,0,0,1,411
216.974365234375,3.44403719902039,63,1924,1,0,0,1,734
457.025634765625,7.25437450408936,63,1924,2,0,0,1,1261
547.84619140625,8.56009769439697,64,1924,2,0,0,1,413
559.128234863281,8.73637962341309,64,1924,2,0,0,1,941
337.692321777344,5.04018402099609,67,1924,2,0,0,0,411
446.307678222656,6.37582588195801,70,1924,2,0,0,1,531
833.128173828125,11.2584867477417,74,1924,2,0,0,1,711
675.487182617188,8.88798904418945,76,1924,2,0,0,1,926
